Entry Time,Exit Time,Entry Price,Exit Price,Reason,PnL (pts)
2024-10-04 09:30:00+05:30,2024-10-04 09:45:00+05:30,25113.35,25158.35,SL,-45.0
2024-10-07 09:30:00+05:30,2024-10-07 10:30:00+05:30,25066.25,24990.25,TP,76.0
2024-10-09 11:30:00+05:30,2024-10-09 11:45:00+05:30,25201.2,25125.2,TP,76.0
2024-10-11 13:30:00+05:30,2024-10-11 15:15:00+05:30,24955.05,24975.05,EOD,-20.0
2024-10-14 10:00:00+05:30,2024-10-14 11:30:00+05:30,25086.45,25131.45,SL,-45.0
2024-10-16 12:30:00+05:30,2024-10-16 13:00:00+05:30,24936.1,24981.1,SL,-45.0
2024-10-17 11:45:00+05:30,2024-10-17 15:15:00+05:30,24770.6,24750.2,EOD,20.4
2024-10-22 12:30:00+05:30,2024-10-22 14:30:00+05:30,24630.9,24554.9,TP,76.0
2024-10-23 12:00:00+05:30,2024-10-23 14:00:00+05:30,24566.05,24490.05,TP,76.0
2024-10-24 09:30:00+05:30,2024-10-24 10:00:00+05:30,24395.95,24440.95,SL,-45.0
2024-10-24 13:30:00+05:30,2024-10-24 15:15:00+05:30,24389.6,24414.6,EOD,-25.0
2024-10-25 12:15:00+05:30,2024-10-25 15:00:00+05:30,24127.5,24172.5,SL,-45.0
2024-10-29 13:15:00+05:30,2024-10-29 14:00:00+05:30,24310.55,24355.55,SL,-45.0
2024-10-31 12:15:00+05:30,2024-10-31 15:15:00+05:30,24227.25,24238.5,EOD,-11.25
2024-11-04 09:45:00+05:30,2024-11-04 10:00:00+05:30,24051.75,23975.75,TP,76.0
2024-11-05 13:00:00+05:30,2024-11-05 13:15:00+05:30,23903.5,23948.5,SL,-45.0
2024-11-06 12:45:00+05:30,2024-11-06 13:00:00+05:30,24414.95,24459.95,SL,-45.0
2024-11-07 11:45:00+05:30,2024-11-07 15:15:00+05:30,24206.25,24194.6,EOD,11.65
2024-11-12 12:00:00+05:30,2024-11-12 12:30:00+05:30,24119.35,24043.35,TP,76.0
2024-11-12 13:15:00+05:30,2024-11-12 14:15:00+05:30,23985.55,23909.55,TP,76.0
2024-11-14 10:15:00+05:30,2024-11-14 11:00:00+05:30,23589.9,23513.9,TP,76.0
2024-11-19 12:30:00+05:30,2024-11-19 14:45:00+05:30,23739.5,23663.5,TP,76.0
2024-11-22 13:30:00+05:30,2024-11-22 13:45:00+05:30,23678.35,23723.35,SL,-45.0
2024-11-26 11:15:00+05:30,2024-11-26 13:30:00+05:30,24201.8,24125.8,TP,76.0
2024-11-27 13:30:00+05:30,2024-11-27 15:15:00+05:30,24311.7,24277.35,EOD,34.35
2024-11-28 09:30:00+05:30,2024-11-28 09:45:00+05:30,24260.5,24305.5,SL,-45.0
2024-11-28 12:00:00+05:30,2024-11-28 12:15:00+05:30,24047.65,24092.65,SL,-45.0
2024-12-04 10:15:00+05:30,2024-12-04 11:45:00+05:30,24531.1,24455.1,TP,76.0
2024-12-05 12:30:00+05:30,2024-12-05 13:00:00+05:30,24583.2,24628.2,SL,-45.0
2024-12-06 11:15:00+05:30,2024-12-06 15:15:00+05:30,24697.15,24669.0,EOD,28.15
2024-12-10 12:15:00+05:30,2024-12-10 12:30:00+05:30,24613.85,24537.85,TP,76.0
2024-12-11 09:45:00+05:30,2024-12-11 10:15:00+05:30,24609.3,24654.3,SL,-45.0
2024-12-12 09:45:00+05:30,2024-12-12 12:00:00+05:30,24641.7,24565.7,TP,76.0
2024-12-13 13:15:00+05:30,2024-12-13 13:30:00+05:30,24622.3,24667.3,SL,-45.0
2024-12-23 09:30:00+05:30,2024-12-23 09:45:00+05:30,23716.95,23761.95,SL,-45.0
2024-12-23 13:15:00+05:30,2024-12-23 14:15:00+05:30,23669.15,23714.15,SL,-45.0
2024-12-24 11:30:00+05:30,2024-12-24 13:45:00+05:30,23822.05,23746.05,TP,76.0
2024-12-27 10:45:00+05:30,2024-12-27 14:45:00+05:30,23901.95,23825.95,TP,76.0
2024-12-30 11:00:00+05:30,2024-12-30 11:15:00+05:30,23795.2,23840.2,SL,-45.0
2025-01-02 12:15:00+05:30,2025-01-02 12:30:00+05:30,23928.9,23973.9,SL,-45.0
2025-01-03 10:30:00+05:30,2025-01-03 11:15:00+05:30,24032.0,24077.0,SL,-45.0
2025-01-06 09:30:00+05:30,2025-01-06 09:45:00+05:30,24011.4,23935.4,TP,76.0
2025-01-07 12:00:00+05:30,2025-01-07 15:15:00+05:30,23731.05,23694.6,EOD,36.45
2025-01-08 11:45:00+05:30,2025-01-08 13:30:00+05:30,23564.1,23609.1,SL,-45.0
2025-01-09 12:30:00+05:30,2025-01-09 15:15:00+05:30,23546.05,23557.2,EOD,-11.15
2025-01-10 12:30:00+05:30,2025-01-10 14:15:00+05:30,23498.05,23422.05,TP,76.0
2025-01-13 11:00:00+05:30,2025-01-13 11:30:00+05:30,23288.1,23212.1,TP,76.0
2025-01-13 12:15:00+05:30,2025-01-13 13:45:00+05:30,23206.6,23130.6,TP,76.0
2025-01-15 13:00:00+05:30,2025-01-15 13:30:00+05:30,23241.85,23165.85,TP,76.0
2025-01-17 11:45:00+05:30,2025-01-17 12:00:00+05:30,23136.0,23181.0,SL,-45.0
2025-01-17 12:45:00+05:30,2025-01-17 15:15:00+05:30,23204.4,23203.1,EOD,1.3
2025-01-20 12:30:00+05:30,2025-01-20 13:15:00+05:30,23331.1,23376.1,SL,-45.0
2025-01-21 11:00:00+05:30,2025-01-21 11:45:00+05:30,23165.35,23210.35,SL,-45.0
2025-01-22 09:45:00+05:30,2025-01-22 10:00:00+05:30,23062.75,23107.75,SL,-45.0
2025-01-22 11:00:00+05:30,2025-01-22 12:15:00+05:30,23079.55,23003.55,TP,76.0
2025-01-23 12:45:00+05:30,2025-01-23 15:15:00+05:30,23244.8,23216.3,EOD,28.5
2025-01-24 12:00:00+05:30,2025-01-24 12:30:00+05:30,23315.5,23239.5,TP,76.0
2025-01-27 10:15:00+05:30,2025-01-27 10:30:00+05:30,22955.3,22879.3,TP,76.0
2025-01-28 10:15:00+05:30,2025-01-28 10:30:00+05:30,22867.2,22912.2,SL,-45.0
2025-01-30 12:45:00+05:30,2025-01-30 13:45:00+05:30,23265.3,23189.3,TP,76.0
2025-02-01 12:30:00+05:30,2025-02-01 13:00:00+05:30,23421.15,23345.15,TP,76.0
2025-02-04 12:00:00+05:30,2025-02-04 12:15:00+05:30,23533.9,23578.9,SL,-45.0
2025-02-05 12:00:00+05:30,2025-02-05 15:15:00+05:30,23733.35,23686.75,EOD,46.6
2025-02-14 10:15:00+05:30,2025-02-14 10:30:00+05:30,23036.55,22960.55,TP,76.0
2025-02-18 10:00:00+05:30,2025-02-18 10:15:00+05:30,22902.55,22826.55,TP,76.0
2025-02-18 12:45:00+05:30,2025-02-18 13:30:00+05:30,22868.45,22913.45,SL,-45.0
2025-02-21 12:45:00+05:30,2025-02-21 13:45:00+05:30,22797.2,22721.2,TP,76.0
2025-02-24 09:30:00+05:30,2025-02-24 13:30:00+05:30,22602.5,22526.5,TP,76.0
2025-02-25 12:30:00+05:30,2025-02-25 15:15:00+05:30,22567.1,22526.3,EOD,40.8
2025-02-27 09:30:00+05:30,2025-02-27 15:15:00+05:30,22546.5,22510.85,EOD,35.65
2025-02-28 13:30:00+05:30,2025-02-28 13:45:00+05:30,22116.2,22161.2,SL,-45.0
2025-03-03 09:30:00+05:30,2025-03-03 09:45:00+05:30,22149.85,22073.85,TP,76.0
2025-03-03 11:00:00+05:30,2025-03-03 12:15:00+05:30,22030.1,22075.1,SL,-45.0
2025-03-04 11:15:00+05:30,2025-03-04 15:15:00+05:30,22067.4,22080.3,EOD,-12.9
2025-03-05 12:45:00+05:30,2025-03-05 15:15:00+05:30,22363.65,22346.65,EOD,17.0
2025-03-07 09:45:00+05:30,2025-03-07 10:00:00+05:30,22473.35,22518.35,SL,-45.0
2025-03-11 11:15:00+05:30,2025-03-11 13:45:00+05:30,22441.85,22486.85,SL,-45.0
2025-03-17 12:15:00+05:30,2025-03-17 15:15:00+05:30,22498.95,22515.25,EOD,-16.3
2025-03-19 11:45:00+05:30,2025-03-19 12:45:00+05:30,22878.75,22923.75,SL,-45.0
2025-03-26 11:00:00+05:30,2025-03-26 11:45:00+05:30,23665.85,23589.85,TP,76.0
2025-03-28 09:15:00+05:30,2025-03-28 10:30:00+05:30,23571.45,23616.45,SL,-45.0
2025-03-28 11:00:00+05:30,2025-03-28 12:15:00+05:30,23607.85,23531.85,TP,76.0
2025-04-02 09:45:00+05:30,2025-04-02 10:30:00+05:30,23228.5,23273.5,SL,-45.0
2025-04-02 12:00:00+05:30,2025-04-02 12:15:00+05:30,23250.0,23295.0,SL,-45.0
2025-04-02 12:30:00+05:30,2025-04-02 15:00:00+05:30,23273.8,23318.8,SL,-45.0
2025-04-04 09:45:00+05:30,2025-04-04 10:00:00+05:30,23043.25,22967.25,TP,76.0
2025-04-04 12:30:00+05:30,2025-04-04 13:45:00+05:30,22958.9,22882.9,TP,76.0
2025-04-07 09:45:00+05:30,2025-04-07 10:30:00+05:30,21972.05,22017.05,SL,-45.0
2025-04-07 11:15:00+05:30,2025-04-07 11:30:00+05:30,21975.25,22020.25,SL,-45.0
2025-04-07 11:45:00+05:30,2025-04-07 12:00:00+05:30,21982.05,21906.05,TP,76.0
2025-04-09 11:00:00+05:30,2025-04-09 11:30:00+05:30,22378.5,22423.5,SL,-45.0
2025-04-15 13:15:00+05:30,2025-04-15 15:15:00+05:30,23330.45,23344.1,EOD,-13.65
2025-04-16 10:15:00+05:30,2025-04-16 13:45:00+05:30,23344.65,23389.65,SL,-45.0
2025-04-17 09:15:00+05:30,2025-04-17 09:30:00+05:30,23415.85,23339.85,TP,76.0
