timestamp,open,high,low,close,volume
2024-03-21 09:15:00+05:30,20692.45,20821.85,20690.35,20812.25,0
2024-03-21 10:15:00+05:30,20811.05,20821.85,20742.5,20785.05,0
2024-03-21 11:15:00+05:30,20784.4,20794.95,20667.65,20677.25,0
2024-03-21 12:15:00+05:30,20678.45,20733.75,20657.1,20723.25,0
2024-03-21 13:15:00+05:30,20721.55,20743.9,20694.8,20704.1,0
2024-03-21 14:15:00+05:30,20706.1,20734.15,20689.3,20727.1,0
2024-03-21 15:15:00+05:30,20723.95,20732.2,20709.2,20710.55,0
2024-03-22 09:15:00+05:30,20693.75,20798.5,20668.95,20780.6,0
2024-03-22 10:15:00+05:30,20779.4,20811.8,20768.75,20790.6,0
2024-03-22 11:15:00+05:30,20791.2,20818.5,20769.2,20776.5,0
2024-03-22 12:15:00+05:30,20775.85,20816.75,20759.1,20807.8,0
2024-03-22 13:15:00+05:30,20807.6,20817.15,20765.95,20786.1,0
2024-03-22 14:15:00+05:30,20784.6,20844.6,20758.55,20774.55,0
2024-03-22 15:15:00+05:30,20775.7,20784.75,20761.35,20766.95,0
2024-03-26 09:15:00+05:30,20629.6,20767.1,20629.25,20713.0,0
2024-03-26 10:15:00+05:30,20711.25,20739.95,20701.45,20719.05,0
2024-03-26 11:15:00+05:30,20718.65,20750.1,20716.6,20735.35,0
2024-03-26 12:15:00+05:30,20735.85,20764.65,20731.05,20748.3,0
2024-03-26 13:15:00+05:30,20748.65,20755.75,20718.05,20742.95,0
2024-03-26 14:15:00+05:30,20743.7,20749.9,20686.5,20711.05,0
2024-03-26 15:15:00+05:30,20710.8,20725.2,20694.5,20715.55,0
2024-03-27 09:15:00+05:30,20737.25,20841.6,20737.25,20824.6,0
2024-03-27 10:15:00+05:30,20825.65,20841.55,20773.7,20797.2,0
2024-03-27 11:15:00+05:30,20796.95,20808.9,20773.4,20783.45,0
2024-03-27 12:15:00+05:30,20782.65,20795.75,20765.3,20784.85,0
2024-03-27 13:15:00+05:30,20783.75,20813.9,20773.35,20793.2,0
2024-03-27 14:15:00+05:30,20792.1,20795.9,20750.05,20787.85,0
2024-03-27 15:15:00+05:30,20789.4,20855.25,20782.6,20812.8,0
2024-03-28 09:15:00+05:30,20809.4,21017.75,20809.35,21006.95,0
2024-03-28 10:15:00+05:30,21007.15,21100.85,21006.05,21100.05,0
2024-03-28 11:15:00+05:30,21100.15,21100.95,21018.85,21026.8,0
2024-03-28 12:15:00+05:30,21027.2,21100.15,21017.45,21079.55,0
2024-03-28 13:15:00+05:30,21079.6,21130.75,21075.3,21124.1,0
2024-03-28 14:15:00+05:30,21124.95,21141.45,20931.15,20946.0,0
2024-03-28 15:15:00+05:30,20947.3,21008.3,20945.85,21003.0,0
2024-04-01 09:15:00+05:30,21108.75,21236.5,21100.2,21200.05,0
2024-04-01 10:15:00+05:30,21199.9,21228.05,21169.85,21200.25,0
2024-04-01 11:15:00+05:30,21201.15,21213.35,21189.75,21194.85,0
2024-04-01 12:15:00+05:30,21195.05,21203.8,21140.15,21152.55,0
2024-04-01 13:15:00+05:30,21152.35,21186.7,21150.3,21164.8,0
2024-04-01 14:15:00+05:30,21167.5,21206.7,21151.15,21202.8,0
2024-04-01 15:15:00+05:30,21205.05,21225.45,21180.5,21182.15,0
2024-04-02 09:15:00+05:30,21157.25,21219.6,21119.65,21141.05,0
2024-04-02 10:15:00+05:30,21141.7,21205.65,21124.45,21176.2,0
2024-04-02 11:15:00+05:30,21175.35,21187.1,21158.55,21170.3,0
2024-04-02 12:15:00+05:30,21170.45,21190.5,21138.65,21154.25,0
2024-04-02 13:15:00+05:30,21154.75,21177.65,21145.9,21159.1,0
2024-04-02 14:15:00+05:30,21159.35,21179.75,21126.5,21144.5,0
2024-04-02 15:15:00+05:30,21143.4,21166.5,21141.8,21160.45,0
2024-04-03 09:15:00+05:30,21069.3,21205.95,21065.25,21193.8,0
2024-04-03 10:15:00+05:30,21193.3,21214.45,21161.45,21185.95,0
2024-04-03 11:15:00+05:30,21186.65,21225.7,21179.65,21224.35,0
2024-04-03 12:15:00+05:30,21224.95,21254.0,21203.85,21234.1,0
2024-04-03 13:15:00+05:30,21231.75,21260.65,21194.65,21219.25,0
2024-04-03 14:15:00+05:30,21220.5,21224.4,21168.8,21195.35,0
2024-04-03 15:15:00+05:30,21195.4,21209.6,21189.0,21206.55,0
2024-04-04 09:15:00+05:30,21390.1,21457.45,21259.7,21260.3,0
2024-04-04 10:15:00+05:30,21256.95,21331.4,21225.75,21328.85,0
2024-04-04 11:15:00+05:30,21329.8,21338.7,21275.45,21298.85,0
2024-04-04 12:15:00+05:30,21299.4,21390.45,21296.9,21380.75,0
2024-04-04 13:15:00+05:30,21379.7,21430.9,21321.75,21352.7,0
2024-04-04 14:15:00+05:30,21352.6,21410.7,21336.4,21369.2,0
2024-04-04 15:15:00+05:30,21371.0,21409.25,21367.5,21401.6,0
2024-04-05 09:15:00+05:30,21375.4,21414.85,21294.95,21390.8,0
