Date,Leg,Entry Time,Exit Time,strike_price,Entry,Exit,Reason,NetPoints,PnL
2025-05-02,Long1,2025-05-02 12:55:00,2025-05-02 13:30:00,2200,2224.4,2154.4,SL,-70.0,-2100.0
2025-05-02,Long2,2025-05-02 12:55:00,2025-05-02 15:20:00,2200,2224.4,2141.55,EOD,-82.84999999999991,-2485.4999999999973
2025-05-05,Short,2025-05-05 09:35:00,2025-05-05 12:10:00,2100,2095.7,2005.6999999999998,TP,90.0,2700.0
2025-05-06,Short,2025-05-06 10:55:00,2025-05-06 15:15:00,1900,1923.35,1983.35,SL,-60.0,-1800.0
