Date,Leg,Entry Time,Exit Time,strike_price,Entry,Exit,Reason,NetPoints,PnL
2025-05-12,Long1,2025-05-12 09:50:00,2025-05-12 13:30:00,700,651.25,751.25,TP,100.0,7500.0
2025-05-12,Long2,2025-05-12 09:50:00,2025-05-12 15:20:00,700,651.25,799.9,EOD,148.64999999999998,11148.749999999998
