timestamp,open,high,low,close,volume
2024-10-07 09:15:00+05:30,23641.4,23744.2,23638.4,23661.75,0
2024-10-07 09:45:00+05:30,23662.45,23700.05,23611.85,23668.45,0
2024-10-07 10:15:00+05:30,23667.75,23698.55,23616.0,23623.5,0
2024-10-07 10:45:00+05:30,23621.7,23625.55,23463.05,23511.45,0
2024-10-07 11:15:00+05:30,23509.35,23652.6,23507.85,23539.0,0
2024-10-07 11:45:00+05:30,23537.2,23556.85,23448.95,23487.2,0
2024-10-07 12:15:00+05:30,23485.7,23532.45,23454.35,23457.35,0
2024-10-07 12:45:00+05:30,23457.8,23458.45,23301.1,23322.0,0
2024-10-07 13:15:00+05:30,23324.95,23348.5,23125.9,23186.95,0
2024-10-07 13:45:00+05:30,23184.7,23382.8,23169.95,23271.1,0
2024-10-07 14:15:00+05:30,23269.1,23369.35,23198.75,23369.2,0
2024-10-07 14:45:00+05:30,23366.15,23609.55,23162.85,23189.05,0
2024-10-07 15:15:00+05:30,23191.55,23295.55,23185.0,23266.25,0
2024-10-08 09:15:00+05:30,23311.7,23417.85,23213.55,23398.8,0
2024-10-08 09:45:00+05:30,23402.65,23465.45,23348.4,23377.8,0
2024-10-08 10:15:00+05:30,23377.85,23482.15,23349.55,23457.15,0
2024-10-08 10:45:00+05:30,23455.0,23501.8,23439.8,23461.65,0
2024-10-08 11:15:00+05:30,23461.5,23482.95,23429.85,23463.45,0
2024-10-08 11:45:00+05:30,23464.7,23482.8,23431.0,23456.8,0
2024-10-08 12:15:00+05:30,23453.85,23468.9,23432.95,23448.4,0
2024-10-08 12:45:00+05:30,23447.95,23489.7,23437.0,23473.15,0
2024-10-08 13:15:00+05:30,23473.05,23505.65,23457.35,23475.1,0
2024-10-08 13:45:00+05:30,23475.2,23501.95,23470.95,23497.95,0
2024-10-08 14:15:00+05:30,23497.65,23510.85,23439.9,23450.1,0
2024-10-08 14:45:00+05:30,23448.4,23471.1,23428.95,23445.7,0
2024-10-08 15:15:00+05:30,23445.8,23485.95,23441.05,23475.65,0
2024-10-09 09:15:00+05:30,23518.15,23561.35,23468.7,23549.25,0
2024-10-09 09:45:00+05:30,23548.95,23781.85,23521.75,23780.95,0
2024-10-09 10:15:00+05:30,23776.8,23785.0,23623.0,23739.85,0
2024-10-09 10:45:00+05:30,23739.9,23824.35,23734.6,23757.9,0
2024-10-09 11:15:00+05:30,23754.6,23772.65,23658.85,23668.15,0
2024-10-09 11:45:00+05:30,23664.9,23686.0,23571.8,23587.55,0
2024-10-09 12:15:00+05:30,23590.0,23637.5,23566.75,23621.3,0
2024-10-09 12:45:00+05:30,23620.8,23640.35,23568.45,23571.45,0
2024-10-09 13:15:00+05:30,23568.05,23589.4,23538.95,23575.3,0
2024-10-09 13:45:00+05:30,23575.05,23635.0,23569.4,23605.55,0
2024-10-09 14:15:00+05:30,23606.6,23618.55,23562.4,23581.55,0
2024-10-09 14:45:00+05:30,23581.25,23608.7,23509.2,23544.05,0
2024-10-09 15:15:00+05:30,23545.3,23592.4,23542.65,23583.35,0
2024-10-10 09:15:00+05:30,23631.25,23661.05,23572.25,23609.5,0
2024-10-10 09:45:00+05:30,23607.05,23693.25,23586.1,23671.1,0
2024-10-10 10:15:00+05:30,23671.45,23679.75,23606.35,23626.2,0
2024-10-10 10:45:00+05:30,23625.6,23654.5,23607.85,23612.4,0
2024-10-10 11:15:00+05:30,23611.3,23639.0,23596.75,23631.85,0
2024-10-10 11:45:00+05:30,23630.15,23692.8,23629.75,23672.6,0
2024-10-10 12:15:00+05:30,23673.0,23698.3,23659.75,23689.05,0
2024-10-10 12:45:00+05:30,23688.8,23721.4,23676.5,23720.05,0
2024-10-10 13:15:00+05:30,23720.55,23792.0,23710.2,23770.75,0
2024-10-10 13:45:00+05:30,23770.3,23785.7,23742.95,23778.4,0
2024-10-10 14:15:00+05:30,23775.55,23821.05,23774.85,23810.05,0
